,Loss,Accuracy
0,1.723967432975769,0.35736
1,1.3772209882736206,0.5024
2,1.184470534324646,0.57654
3,1.062610149383545,0.6213
4,0.9704039692878723,0.65776
5,0.91136634349823,0.67904
6,0.8575356602668762,0.69978
7,0.8150563836097717,0.7138
8,0.7885271310806274,0.7243
9,0.7521747946739197,0.73784
10,0.7314134836196899,0.7466
11,0.69883131980896,0.75916
12,0.6814727187156677,0.76138
13,0.6611585021018982,0.7702
14,0.6471080780029297,0.77364
15,0.6265090703964233,0.78142
16,0.6142091155052185,0.78588
17,0.6000684499740601,0.79104
18,0.584081768989563,0.79636
19,0.9745151400566101,0.65924
20,0.7887259125709534,0.72608
21,0.7249485850334167,0.74784
22,0.6907860040664673,0.7619
23,0.6569249629974365,0.7729
24,0.6322264075279236,0.77974
25,0.6153684258460999,0.78684
26,0.5961634516716003,0.7924
27,0.5795506834983826,0.79856
28,0.5670211315155029,0.80472
29,0.557285726070404,0.80526
30,0.5473883748054504,0.81138
31,0.5408443212509155,0.8129
32,0.5284673571586609,0.81664
33,0.5174054503440857,0.82258
34,0.5179048180580139,0.81956
35,0.5109613537788391,0.8236
36,0.504965603351593,0.82526
37,0.4933842420578003,0.82978
38,0.4946538805961609,0.82928
39,0.4910362958908081,0.82902
40,0.4882451593875885,0.83146
41,0.4817705452442169,0.83316
42,0.48165827989578247,0.83152
43,0.47319817543029785,0.83738
44,0.46374109387397766,0.83944
45,0.46859145164489746,0.83746
46,0.46770015358924866,0.83838
47,0.4577755630016327,0.84134
48,0.4550134241580963,0.84232
49,0.45506352186203003,0.84468
50,0.4544591009616852,0.84292
51,0.44643914699554443,0.8441
52,0.4487912654876709,0.8452
53,0.44678404927253723,0.84602
54,0.44508227705955505,0.84634
55,0.43702051043510437,0.84898
56,0.43662387132644653,0.84786
57,0.43739259243011475,0.84836
58,0.4308098256587982,0.85158
59,0.3450428545475006,0.88058
60,0.30875009298324585,0.89344
61,0.29991772770881653,0.89624
62,0.2912595570087433,0.90024
63,0.2841363847255707,0.90296
64,0.2771587371826172,0.90354
65,0.2774226665496826,0.90236
66,0.2698461711406708,0.90652
67,0.2732609212398529,0.90648
68,0.2626889944076538,0.91014
69,0.26423925161361694,0.9083
70,0.265081524848938,0.90738
71,0.2642509937286377,0.90806
72,0.26182880997657776,0.90854
73,0.2555634081363678,0.91042
74,0.2515164613723755,0.91188
75,0.2528507709503174,0.9123
76,0.2545754611492157,0.91242
77,0.254082053899765,0.91166
78,0.24793168902397156,0.91272
79,0.24923761188983917,0.91254
80,0.24999785423278809,0.91194
81,0.24318210780620575,0.9144
82,0.24342580139636993,0.91518
83,0.24067853391170502,0.91598
84,0.24445751309394836,0.91378
85,0.24086453020572662,0.91616
86,0.235113725066185,0.91722
87,0.23477745056152344,0.91698
88,0.23686346411705017,0.91744
89,0.23874104022979736,0.91618
90,0.23486462235450745,0.91846
91,0.23619075119495392,0.91624
92,0.23206070065498352,0.91814
93,0.2283964455127716,0.92058
94,0.23331981897354126,0.91728
95,0.23260566592216492,0.91782
