,Loss,Accuracy
0,1.5653191804885864,0.42036
1,1.133044958114624,0.59168
2,0.941360354423523,0.66648
3,0.8216347098350525,0.70948
4,0.7353696823120117,0.74228
5,0.6755174994468689,0.76536
6,0.6286361813545227,0.78042
7,0.5934207439422607,0.7941
8,0.5600361227989197,0.80552
9,0.5296334028244019,0.81614
10,0.50865638256073,0.82348
11,0.48928794264793396,0.83272
12,0.4710491895675659,0.83666
13,0.4559696912765503,0.84248
14,0.43288013339042664,0.84906
15,0.4240286648273468,0.8531
16,0.4090370535850525,0.85764
17,0.3996603190898895,0.86024
18,0.3836895823478699,0.8667
19,0.7872849702835083,0.72878
20,0.5904685258865356,0.79782
21,0.519800066947937,0.82202
22,0.4896077513694763,0.83192
23,0.46098703145980835,0.8418
24,0.4329947233200073,0.85154
25,0.4207061231136322,0.85564
26,0.4017389416694641,0.86018
27,0.39015501737594604,0.86628
28,0.382537841796875,0.86656
29,0.36715665459632874,0.87252
30,0.3611902594566345,0.87546
31,0.3546927869319916,0.87682
32,0.3385893404483795,0.88338
33,0.344245582818985,0.88064
34,0.3284471929073334,0.88608
35,0.328479140996933,0.8859
36,0.32457056641578674,0.88732
37,0.3131532669067383,0.89174
38,0.31334176659584045,0.89052
39,0.30586549639701843,0.8925
40,0.29794958233833313,0.89562
41,0.2997984290122986,0.89462
42,0.2935841381549835,0.89904
43,0.29573482275009155,0.89618
44,0.2820604145526886,0.901
45,0.28828179836273193,0.89882
46,0.2793577015399933,0.90242
47,0.28382283449172974,0.902
48,0.27470076084136963,0.90416
49,0.27338331937789917,0.90492
50,0.26643481850624084,0.90712
51,0.27902987599372864,0.90256
52,0.26645398139953613,0.90626
53,0.2664276659488678,0.90706
54,0.263126015663147,0.9087
55,0.2600412964820862,0.9083
56,0.25731003284454346,0.91038
57,0.25894641876220703,0.90986
58,0.2594316601753235,0.9088
59,0.17173883318901062,0.9421
60,0.13952377438545227,0.95242
61,0.12851852178573608,0.95644
62,0.11814099550247192,0.95932
63,0.11429202556610107,0.96118
64,0.10805568099021912,0.96336
65,0.10419123619794846,0.96382
66,0.10257909446954727,0.96482
67,0.09538313001394272,0.96756
68,0.09575540572404861,0.96726
69,0.09206733107566833,0.96784
70,0.09145016968250275,0.96894
71,0.08957444876432419,0.96954
72,0.08459707349538803,0.97138
73,0.0826939046382904,0.97152
74,0.07970134913921356,0.97268
75,0.07831481844186783,0.9724
76,0.07471159845590591,0.97494
77,0.07380843162536621,0.97412
78,0.07471828907728195,0.97346
79,0.07407310605049133,0.97424
80,0.07262242585420609,0.97442
81,0.06707935035228729,0.97712
82,0.06805633753538132,0.97686
83,0.06678573042154312,0.97708
84,0.06445571780204773,0.97888
85,0.06424500048160553,0.97772
86,0.06369026005268097,0.97788
87,0.06055327132344246,0.97894
88,0.06235678866505623,0.97836
89,0.060914549976587296,0.97872
90,0.056032147258520126,0.98064
91,0.057873714715242386,0.9804
92,0.056303735822439194,0.98108
93,0.053834617137908936,0.98254
94,0.054261405020952225,0.98114
95,0.05500144138932228,0.9813
96,0.0525902658700943,0.98166
97,0.053406041115522385,0.98168
98,0.05260242149233818,0.98176
99,0.05263558402657509,0.98162
100,0.05109744146466255,0.9824
101,0.048976603895425797,0.98304
102,0.049364395439624786,0.98274
103,0.04558641090989113,0.9847
104,0.048240650445222855,0.98324
105,0.047114551067352295,0.98416
106,0.04648328199982643,0.98382
107,0.04346563667058945,0.98556
108,0.04598080366849899,0.98462
109,0.04668552428483963,0.98396
110,0.0464819110929966,0.98424
111,0.044096969068050385,0.98442
112,0.042875178158283234,0.98566
113,0.04377796873450279,0.98536
114,0.044718220829963684,0.985
115,0.04259127005934715,0.98542
116,0.04507791996002197,0.98428
117,0.04478530213236809,0.98478
118,0.04239129275083542,0.98566
119,0.03549487888813019,0.98854
120,0.030362607911229134,0.99046
121,0.028880035504698753,0.99106
122,0.026045696809887886,0.99244
123,0.02629866823554039,0.99244
124,0.02736589126288891,0.9915
125,0.025494111701846123,0.99244
126,0.025021255016326904,0.99278
127,0.02433195151388645,0.99336
128,0.023884965106844902,0.99294
129,0.024316487833857536,0.9932
130,0.022901149466633797,0.9937
131,0.02331653982400894,0.9932
132,0.023302029818296432,0.9931
133,0.02323220670223236,0.99312
134,0.02300589717924595,0.9936
135,0.02305755764245987,0.99328
136,0.02248581498861313,0.99384
