,Loss,Accuracy
0,1.6081488132476807,0.40438
1,1.1780959367752075,0.576
2,0.9876909255981445,0.64564
3,0.8628754019737244,0.69352
4,0.7713811993598938,0.72894
5,0.6984999775886536,0.75494
6,0.64402174949646,0.77392
7,0.6025084853172302,0.78966
8,0.5676421523094177,0.80232
9,0.5457453727722168,0.80986
10,0.5160500407218933,0.82162
11,0.49636876583099365,0.82812
12,0.47440752387046814,0.83432
13,0.4591931700706482,0.84128
14,0.4438123106956482,0.84628
15,0.42992207407951355,0.85014
16,0.4116232693195343,0.8578
17,0.39795225858688354,0.86224
18,0.39067307114601135,0.86354
19,0.7931200265884399,0.72552
20,0.5965967178344727,0.79514
21,0.5336171984672546,0.81512
22,0.49433520436286926,0.82902
23,0.46217474341392517,0.8406
24,0.44102373719215393,0.84668
25,0.42678552865982056,0.85406
26,0.40570464730262756,0.85994
27,0.3942234516143799,0.8643
28,0.38077956438064575,0.86752
29,0.3722591996192932,0.87042
30,0.3657442331314087,0.87422
31,0.3522162437438965,0.87802
32,0.3451802730560303,0.88084
33,0.33536288142204285,0.88464
34,0.3311561942100525,0.88506
35,0.3292984664440155,0.8851
36,0.319610059261322,0.8904
37,0.3203654885292053,0.88792
38,0.3145093321800232,0.89086
39,0.30506038665771484,0.89476
40,0.3073088228702545,0.89288
41,0.30022668838500977,0.89634
42,0.29566770792007446,0.89712
43,0.292244553565979,0.89904
44,0.28800293803215027,0.89988
45,0.2818279266357422,0.90282
46,0.2813304364681244,0.901
47,0.2798585593700409,0.9018
48,0.2699964642524719,0.90672
49,0.28178590536117554,0.9011
50,0.27346867322921753,0.90326
51,0.2671714723110199,0.90732
52,0.2656695246696472,0.90776
53,0.26926136016845703,0.90704
54,0.2604266107082367,0.9092
55,0.2586687207221985,0.90904
56,0.25864967703819275,0.90972
57,0.2586824893951416,0.9097
58,0.25615185499191284,0.91014
59,0.16959457099437714,0.94254
60,0.14058546721935272,0.9535
61,0.13039366900920868,0.95592
