,Loss,Accuracy
0,1.7622493505477905,0.34468
1,1.3700757026672363,0.49986
2,1.1277590990066528,0.59442
3,0.9771169424057007,0.65294
4,0.8568819761276245,0.6974
5,0.7739237546920776,0.72834
6,0.7142882347106934,0.75096
7,0.6695548892021179,0.766
8,0.6297043561935425,0.77952
9,0.6011027097702026,0.78938
10,0.5732209086418152,0.80046
11,0.5438984632492065,0.81082
12,0.5199189782142639,0.81924
13,0.5004120469093323,0.82452
14,0.4848332703113556,0.83124
15,0.4678269028663635,0.83794
16,0.45669540762901306,0.8413
17,0.4386231005191803,0.84772
18,0.4273195266723633,0.85218
19,0.8176252841949463,0.7166
20,0.6349177360534668,0.77774
21,0.5627043843269348,0.80512
22,0.527759850025177,0.8171
23,0.4996051490306854,0.828
24,0.47723960876464844,0.83414
25,0.46030107140541077,0.84088
26,0.4403963088989258,0.84776
27,0.43180209398269653,0.84966
28,0.41641706228256226,0.85396
29,0.4054526090621948,0.85878
30,0.39420998096466064,0.86374
31,0.3949449956417084,0.86296
32,0.37780457735061646,0.86906
33,0.3750678598880768,0.86958
34,0.3735855221748352,0.87082
35,0.3604791760444641,0.87566
36,0.35514554381370544,0.87524
37,0.35258248448371887,0.87902
38,0.3466031551361084,0.88032
39,0.33957865834236145,0.8817
40,0.33605360984802246,0.88384
41,0.33585554361343384,0.88236
42,0.32648584246635437,0.8861
43,0.328229159116745,0.88698
44,0.3253823220729828,0.8863
45,0.32166698575019836,0.88786
46,0.314773291349411,0.88974
47,0.312134325504303,0.89184
48,0.3108130693435669,0.89172
49,0.30768153071403503,0.89244
50,0.30507469177246094,0.89314
51,0.3073919713497162,0.89334
52,0.2929891049861908,0.89868
53,0.29960182309150696,0.89584
54,0.2972492575645447,0.89572
55,0.29848140478134155,0.89532
56,0.2885781526565552,0.90014
57,0.28753116726875305,0.8985
58,0.29344287514686584,0.89664
59,0.20334795117378235,0.92928
60,0.16835571825504303,0.94258
61,0.15667499601840973,0.94726
62,0.14892205595970154,0.94876
63,0.14499400556087494,0.95042
64,0.13833944499492645,0.95198
65,0.13219977915287018,0.9537
66,0.13204729557037354,0.95394
67,0.12765467166900635,0.95516
68,0.12530365586280823,0.95658
69,0.1205454096198082,0.95852
70,0.11769319325685501,0.95936
71,0.11700959503650665,0.95864
72,0.11295469105243683,0.96114
73,0.10878995805978775,0.96176
74,0.1083933413028717,0.96246
75,0.10693459957838058,0.96334
76,0.10463881492614746,0.9632
77,0.10043902695178986,0.9655
78,0.09813936799764633,0.96666
79,0.09601789712905884,0.96736
80,0.09760044515132904,0.96606
81,0.0915146917104721,0.969
82,0.0942474901676178,0.96698
83,0.09378158301115036,0.96718
84,0.09151547402143478,0.9683
85,0.08901973813772202,0.96876
86,0.08884187042713165,0.96908
87,0.08647175133228302,0.9693
88,0.08331917971372604,0.97074
89,0.08367277681827545,0.97096
90,0.08484899997711182,0.97
91,0.08045069873332977,0.972
92,0.08267897367477417,0.97126
93,0.0804022029042244,0.97214
94,0.07628363370895386,0.97362
95,0.07722654193639755,0.97298
96,0.07539113610982895,0.97372
97,0.07763690501451492,0.97294
98,0.07826101034879684,0.97278
99,0.07640303671360016,0.97348
100,0.07201444357633591,0.97542
101,0.07015654444694519,0.97592
102,0.07183622568845749,0.97526
103,0.0697304904460907,0.97616
